FECHA,HORA ,Severidad,TIPO_SINIESTRO,TOTAL DE FALLECIDOS,TOTAL DE HERIDOS
18/8/2018,20:00:00,GRAVE,ARROLLAMIENTO,0,1
18/8/2018,19:25:00,LEVE,CHOQUE POR ALC,0,0
19/8/2018,00:15:00,GRAVE,ATROPELLO,0,1
19/8/2018,03:00:00,LEVE,CHOQUE LATERAL,0,0
19/8/2018,15:20:00,GRAVE,ATROPELLO,0,2
19/8/2018,19:35:00,GRAVE,PERDIDA DE CARRIL,0,2
20/8/2018,14:00:00,GRAVE,ROZAMIENTO,0,1
21/8/2018,17:50:00,GRAVE,CHOQUE POR ALC,0,1
22/8/2018,08:20:00,GRAVE,ATROPELLO,0,1
22/8/2018,16:40:00,GRAVE,CHOQUE POR ALC,0,2
22/8/2018,13:10:00,GRAVE,CHOQUE LATERAL,0,1
22/8/2018,15:50:00,LEVE,PERDIDA DE CARRIL,0,0
24/8/2018,16:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
25/8/2018,15:00:00,LEVE,PERDIDA DE CARRIL,0,0
26/8/2018,07:00:00,LEVE,ATROPELLO,0,0
26/8/2018,13:10:00,GRAVE,ROZAMIENTO,0,1
26/8/2018,14:30:00,GRAVE,ESTRELLAMIENTO,0,1
27/8/2018,08:20:00,GRAVE,CHOQUE POR ALC,0,1
28/8/2018,13:15:00,GRAVE,ROZAMIENTO,0,1
28/8/2018,18:44:00,GRAVE,CHOQUE FRONTAL,0,2
28/8/2018,19:45:00,GRAVE,ATROPELLO,0,1
29/8/2018,19:30:00,LEVE,CHOQUE LATERAL,0,0
30/8/2018,09:30:00,LEVE,PERDIDA DE CARRIL,0,0
30/8/2018,18:45:00,GRAVE,ATROPELLO,0,1
30/8/2018,19:40:00,GRAVE,CHOQUE LATERAL,0,1
31/8/2018,06:50:00,GRAVE,CHOQUE LATERAL,0,4
31/8/2018,19:40:00,LEVE,PERDIDA DE CARRIL,0,0
1/9/2018,15:25:00,LEVE,ATIPICO,0,0
2/9/2018,04:40:00,FATAL,CHOQUE FRONTAL,1,0
2/9/2018,11:35:00,GRAVE,CHOQUE POR ALC,0,1
5/9/2018,14:10:00,LEVE,CHOQUE LATERAL,0,0
6/9/2018,19:10:00,GRAVE,CHOQUE POR ALC,0,1
7/9/2018,13:40:00,LEVE,VOLCAMIENTO,0,0
8/9/2018,12:30:00,LEVE,ROZAMIENTO,0,0
8/9/2018,17:30:00,LEVE,CHOQUE POR ALC,0,0
9/9/2018,03:40:00,FATAL,PERDIDA DE CARRIL,1,0
9/9/2018,09:00:00,GRAVE,CHOQUE LATERAL,0,3
9/9/2018,11:30:00,LEVE,PERDIDA DE CARRIL,0,0
9/9/2018,22:30:00,LEVE,PERDIDA DE CARRIL,0,0
10/9/2018,09:33:00,FATAL,PERDIDA DE CARRIL,1,0
10/9/2018,14:20:00,LEVE,ATROPELLO,0,0
12/9/2018,08:10:00,GRAVE,PERDIDA DE CARRIL,0,1
12/9/2018,23:00:00,GRAVE,PERDIDA DE CARRIL,0,1
13/9/2018,04:55:00,LEVE,ESTRELLAMIENTO,0,0
13/9/2018,15:30:00,GRAVE,CHOQUE LATERAL,0,1
13/9/2018,19:00:00,GRAVE,CHOQUE LATERAL,0,1
13/9/2018,20:20:00,GRAVE,ATROPELLO,0,2
14/9/2018,07:30:00,GRAVE,ATROPELLO,0,2
14/9/2018,17:00:00,LEVE,CHOQUE LATERAL,0,0
15/9/2018,03:30:00,GRAVE,PERDIDA DE CARRIL,0,1
15/9/2018,21:45:00,FATAL,CHOQUE FRONTAL,1,0
15/9/2018,15:30:00,GRAVE,CHOQUE FRONTAL,0,5
15/9/2018,21:25:00,GRAVE,ATROPELLO,0,3
16/9/2018,00:30:00,GRAVE,ESTRELLAMIENTO,0,3
16/9/2018,00:55:00,GRAVE,PERDIDA DE CARRIL,0,1
16/9/2018,00:05:00,GRAVE,ATROPELLO,0,1
16/9/2018,12:58:00,GRAVE,COLISIÓN,0,1
16/9/2018,11:45:00,GRAVE,PERDIDA DE CARRIL,0,9
16/9/2018,15:00:00,LEVE,CHOQUE POR ALC,0,0
16/9/2018,17:30:00,GRAVE,CHOQUE POR ALC,0,1
17/9/2018,13:20:00,GRAVE,CHOQUE POR ALC,0,3
18/9/2018,09:40:00,LEVE,CHOQUE LATERAL,0,0
18/9/2018,15:10:00,GRAVE,CHOQUE POR ALC,0,3
19/9/2018,00:10:00,LEVE,CHOQUE POR ALC,0,0
19/9/2018,16:30:00,LEVE,PERDIDA DE CARRIL,0,0
20/9/2018,20:50:00,LEVE,CHOQUE POR ALC,0,0
21/9/2018,06:15:00,LEVE,VOLCAMIENTO,0,0
21/9/2018,18:00:00,GRAVE,ROZAMIENTO,0,1
22/9/2018,22:00:00,LEVE,PERDIDA DE CARRIL,0,0
22/9/2018,22:00:00,LEVE,CHOQUE LATERAL,0,0
22/9/2018,21:15:00,GRAVE,CHOQUE POR ALC,0,1
22/9/2018,23:00:00,LEVE,PERDIDA DE CARRIL,0,0
22/9/2018,19:20:00,GRAVE,PERDIDA DE CARRIL,0,1
23/9/2018,07:00:00,LEVE,PERDIDA DE CARRIL,0,0
23/9/2018,16:30:00,LEVE,CHOQUE POR ALC,0,0
24/9/2018,17:20:00,GRAVE,ATROPELLO,0,1
26/9/2018,07:00:00,LEVE,PERDIDA DE CARRIL,0,0
27/9/2018,02:30:00,LEVE,ESTRELLAMIENTO,0,0
27/9/2018,17:50:00,GRAVE,ROZAMIENTO,0,3
28/9/2018,03:15:00,GRAVE,ESTRELLAMIENTO,0,1
29/9/2018,14:50:00,GRAVE,PERDIDA DE CARRIL,0,1
29/9/2018,16:30:00,GRAVE,CHOQUE POR ALC,0,1
29/9/2018,05:10:00,LEVE,CHOQUE FRONTAL,0,0
30/9/2018,15:20:00,GRAVE,ROZAMIENTO,0,3
30/9/2018,16:00:00,LEVE,PERDIDA DE CARRIL,0,0
30/9/2018,22:20:00,GRAVE,VOLCAMIENTO,0,2
1/10/2018,11:45:00,GRAVE,CHOQUE LATERAL,0,1
1/10/2018,07:40:00,GRAVE,CHOQUE LATERAL,0,1
2/10/2018,01:30:00,LEVE,ESTRELLAMIENTO,0,0
2/10/2018,14:30:00,FATAL,ATROPELLO,1,1
2/10/2018,19:02:00,GRAVE,PERDIDA DE CARRIL,0,2
2/10/2018,21:25:00,GRAVE,PERDIDA DE CARRIL,0,2
2/10/2018,21:55:00,GRAVE,CHOQUE POR ALC,0,1
3/10/2018,09:20:00,GRAVE,CHOQUE FRONTAL,0,1
4/10/2018,09:15:00,LEVE,PERDIDA DE CARRIL,0,0
4/10/2018,19:00:00,GRAVE,CHOQUE POR ALC,0,1
4/10/2018,16:50:00,LEVE,CHOQUE LATERAL,0,0
4/10/2018,18:50:00,GRAVE,PERDIDA DE CARRIL,0,1
5/10/2018,09:30:00,GRAVE,CHOQUE LATERAL,0,1
5/10/2018,10:30:00,GRAVE,CHOQUE POR ALC,0,1
5/10/2018,16:30:00,LEVE,ATIPICO,0,0
5/10/2018,22:30:00,LEVE,CHOQUE POR ALC,0,0
6/10/2018,03:30:00,GRAVE,ESTRELLAMIENTO,0,2
6/10/2018,05:15:00,GRAVE,CAÍDA DE PASAJERO,0,1
6/10/2018,02:30:00,LEVE,PERDIDA DE CARRIL,0,0
6/10/2018,21:45:00,FATAL,CHOQUE FRONTAL,1,2
6/10/2018,22:00:00,GRAVE,CHOQUE LATERAL,0,1
6/10/2018,15:00:00,LEVE,CHOQUE LATERAL,0,0
7/10/2018,03:45:00,GRAVE,ESTRELLAMIENTO,0,1
7/10/2018,17:10:00,LEVE,ROZAMIENTO,0,0
7/10/2018,19:30:00,GRAVE,ATROPELLO,0,1
7/10/2018,15:00:00,GRAVE,CAÍDA DE PASAJERO,0,2
7/10/2018,19:00:00,GRAVE,ROZAMIENTO,0,1
8/10/2018,18:19:00,GRAVE,ROZAMIENTO,0,1
8/10/2018,18:00:00,LEVE,ATIPICO,0,0
9/10/2018,15:30:00,LEVE,COLISIÓN,0,0
11/10/2018,06:20:00,LEVE,ATIPICO,0,0
11/10/2018,09:30:00,GRAVE,CHOQUE LATERAL,0,3
11/10/2018,21:30:00,GRAVE,CHOQUE LATERAL,0,3
12/10/2018,07:10:00,LEVE,CHOQUE LATERAL,0,0
12/10/2018,14:20:00,GRAVE,PERDIDA DE CARRIL,0,1
12/10/2018,15:33:00,GRAVE,PERDIDA DE CARRIL,0,1
13/10/2018,07:20:00,GRAVE,PERDIDA DE CARRIL,0,1
13/10/2018,21:11:00,LEVE,PERDIDA DE CARRIL,0,0
13/10/2018,21:00:00,FATAL,CHOQUE FRONTAL,1,1
14/10/2018,02:30:00,GRAVE,CHOQUE LATERAL,0,1
14/10/2018,04:30:00,LEVE,ESTRELLAMIENTO,0,0
14/10/2018,13:30:00,GRAVE,PERDIDA DE CARRIL,0,1
14/10/2018,18:15:00,GRAVE,ATROPELLO,0,3
16/10/2018,06:20:00,FATAL,ATROPELLO,1,1
16/10/2018,13:00:00,GRAVE,CHOQUE LATERAL,0,2
17/10/2018,20:30:00,GRAVE,CHOQUE FRONTAL,0,1
17/10/2018,18:00:00,GRAVE,CHOQUE LATERAL,0,1
18/10/2018,13:35:00,GRAVE,PERDIDA DE CARRIL,0,2
19/10/2018,08:00:00,LEVE,PERDIDA DE CARRIL,0,0
19/10/2018,15:15:00,LEVE,CHOQUE POR ALC,0,0
19/10/2018,14:00:00,GRAVE,ATROPELLO,0,1
19/10/2018,19:10:00,LEVE,CHOQUE POR ALC,0,0
19/10/2018,16:45:00,GRAVE,VOLCAMIENTO,0,1
20/10/2018,19:30:00,GRAVE,CHOQUE LATERAL,0,2
21/10/2018,06:20:00,GRAVE,ESTRELLAMIENTO,0,2
21/10/2018,15:30:00,GRAVE,ATROPELLO,0,1
22/10/2018,17:40:00,GRAVE,CAÍDA DE PASAJERO,0,2
24/10/2018,22:20:00,FATAL,CHOQUE POR ALC,1,0
26/10/2018,17:10:00,GRAVE,ROZAMIENTO,0,1
26/10/2018,21:30:00,GRAVE,CHOQUE POR ALC,0,1
27/10/2018,05:25:00,GRAVE,ESTRELLAMIENTO,0,1
28/10/2018,10:10:00,GRAVE,CHOQUE LATERAL,0,1
28/10/2018,11:20:00,GRAVE,ESTRELLAMIENTO,0,2
29/10/2018,12:10:00,LEVE,CHOQUE LATERAL,0,0
29/10/2018,18:45:00,GRAVE,CHOQUE LATERAL,0,1
30/10/2018,06:15:00,GRAVE,CHOQUE POR ALC,0,1
30/10/2018,20:45:00,GRAVE,ATROPELLO,0,1
30/10/2018,16:50:00,GRAVE,PERDIDA DE CARRIL,0,1
31/10/2018,07:00:00,LEVE,PERDIDA DE CARRIL,0,0
31/10/2018,10:05:00,GRAVE,PERDIDA DE CARRIL,0,2
1/11/2018,00:20:00,GRAVE,ROZAMIENTO,0,1
1/11/2018,15:30:00,FATAL,PERDIDA DE CARRIL,1,0
1/11/2018,20:40:00,LEVE,PERDIDA DE CARRIL,0,0
1/11/2018,15:18:00,LEVE,PERDIDA DE CARRIL,0,0
1/11/2018,16:40:00,GRAVE,CHOQUE LATERAL,0,1
1/11/2018,19:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
2/11/2018,09:48:00,GRAVE,CHOQUE POR ALC,0,1
3/11/2018,19:30:00,GRAVE,CHOQUE FRONTAL,0,2
4/11/2018,15:00:00,GRAVE,CHOQUE LATERAL,0,1
4/11/2018,19:30:00,LEVE,PERDIDA DE CARRIL,0,0
4/11/2018,20:40:00,GRAVE,CHOQUE POR ALC,0,1
4/11/2018,13:15:00,LEVE,ATROPELLO,0,0
5/11/2018,04:30:00,LEVE,CHOQUE POR ALC,0,0
5/11/2018,19:30:00,LEVE,ATIPICO,0,0
6/11/2018,11:00:00,LEVE,CHOQUE FRONTAL,0,0
6/11/2018,13:00:00,LEVE,ROZAMIENTO,0,0
6/11/2018,11:50:00,LEVE,CAÍDA DE PASAJERO,0,0
8/11/2018,11:25:00,GRAVE,PERDIDA DE CARRIL,0,1
8/11/2018,19:15:00,LEVE,PERDIDA DE CARRIL,0,0
10/11/2018,09:15:00,GRAVE,CHOQUE LATERAL,0,3
10/11/2018,05:30:00,LEVE,PERDIDA DE CARRIL,0,0
10/11/2018,21:00:00,LEVE,PERDIDA DE CARRIL,0,0
11/11/2018,07:45:00,GRAVE,ESTRELLAMIENTO,0,1
11/11/2018,16:05:00,LEVE,CHOQUE POR ALC,0,0
11/11/2018,22:30:00,GRAVE,CAÍDA DE PASAJERO,0,1
12/11/2018,11:40:00,GRAVE,CHOQUE LATERAL,0,4
12/11/2018,18:30:00,FATAL,ATROPELLO,1,0
13/11/2018,17:15:00,LEVE,CHOQUE LATERAL,0,0
13/11/2018,19:10:00,GRAVE,CAÍDA DE PASAJERO,0,1
14/11/2018,13:30:00,GRAVE,CHOQUE FRONTAL,0,1
15/11/2018,01:45:00,LEVE,PERDIDA DE CARRIL,0,0
16/11/2018,02:00:00,LEVE,PERDIDA DE CARRIL,0,0
17/11/2018,21:27:00,LEVE,ATROPELLO,0,0
17/11/2018,21:00:00,GRAVE,ESTRELLAMIENTO,0,1
17/11/2018,22:54:00,GRAVE,ATROPELLO,0,1
18/11/2018,20:10:00,LEVE,CHOQUE POR ALC,0,0
20/11/2018,03:45:00,GRAVE,CHOQUE FRONTAL,0,5
20/11/2018,11:45:00,LEVE,ATIPICO,0,0
21/11/2018,14:10:00,FATAL,PERDIDA DE CARRIL,1,0
22/11/2018,19:20:00,FATAL,ATROPELLO,1,0
25/11/2018,17:30:00,GRAVE,PERDIDA DE CARRIL,0,1
25/11/2018,16:08:00,GRAVE,CHOQUE POR ALC,0,1
25/11/2018,17:35:00,GRAVE,PERDIDA DE CARRIL,0,1
26/11/2018,09:15:00,LEVE,CHOQUE POR ALC,0,0
26/11/2018,11:40:00,GRAVE,VOLCAMIENTO,0,2
26/11/2018,23:40:00,FATAL,VOLCAMIENTO,1,0
27/11/2018,14:30:00,LEVE,CHOQUE LATERAL,0,0
28/11/2018,13:15:00,FATAL,ESTRELLAMIENTO,1,0
28/11/2018,08:45:00,GRAVE,ATIPICO,0,1
28/11/2018,20:10:00,LEVE,ROZAMIENTO,0,0
30/11/2018,09:20:00,GRAVE,CAÍDA DE PASAJERO,0,1
30/11/2018,12:10:00,GRAVE,PERDIDA DE CARRIL,0,1
1/12/2018,07:50:00,FATAL,ATROPELLO,1,0
1/12/2018,13:30:00,GRAVE,CHOQUE LATERAL,0,1
1/12/2018,23:10:00,LEVE,PERDIDA DE CARRIL,0,0
2/12/2018,07:15:00,LEVE,CHOQUE POR ALC,0,0
2/12/2018,02:30:00,LEVE,PERDIDA DE CARRIL,0,0
2/12/2018,05:45:00,GRAVE,ATROPELLO,0,1
2/12/2018,16:30:00,GRAVE,CHOQUE LATERAL,0,2
2/12/2018,20:40:00,LEVE,CHOQUE LATERAL,0,0
3/12/2018,05:57:00,GRAVE,CHOQUE FRONTAL,0,2
3/12/2018,23:05:00,LEVE,CHOQUE LATERAL,0,0
4/12/2018,12:25:00,GRAVE,ATROPELLO,0,1
4/12/2018,21:00:00,LEVE,PERDIDA DE CARRIL,0,0
4/12/2018,17:10:00,LEVE,PERDIDA DE CARRIL,0,0
6/12/2018,08:30:00,GRAVE,CHOQUE POR ALC,0,2
6/12/2018,09:15:00,LEVE,CHOQUE POR ALC,0,0
6/12/2018,20:00:00,GRAVE,CHOQUE POR ALC,0,1
6/12/2018,17:45:00,GRAVE,CAÍDA DE PASAJERO,0,1
7/12/2018,13:00:00,FATAL,PERDIDA DE CARRIL,1,0
8/12/2018,05:00:00,LEVE,CHOQUE FRONTAL,0,0
8/12/2018,18:30:00,GRAVE,CHOQUE POR ALC,0,1
8/12/2018,12:45:00,LEVE,VOLCAMIENTO,0,0
9/12/2018,02:00:00,GRAVE,ESTRELLAMIENTO,0,1
9/12/2018,10:30:00,GRAVE,CHOQUE LATERAL,0,1
9/12/2018,02:00:00,GRAVE,ESTRELLAMIENTO,0,1
10/12/2018,07:50:00,LEVE,PERDIDA DE CARRIL,0,0
10/12/2018,08:30:00,GRAVE,CHOQUE LATERAL,0,1
10/12/2018,19:45:00,GRAVE,ATROPELLO,0,2
11/12/2018,15:50:00,GRAVE,CHOQUE FRONTAL,0,2
13/12/2018,22:00:00,LEVE,CHOQUE LATERAL,0,0
14/12/2018,05:59:00,GRAVE,PERDIDA DE CARRIL,0,1
15/12/2018,00:30:00,FATAL,PERDIDA DE CARRIL,1,1
15/12/2018,16:45:00,GRAVE,CHOQUE POR ALC,0,2
15/12/2018,16:00:00,GRAVE,ESTRELLAMIENTO,0,4
16/12/2018,21:15:00,GRAVE,ATROPELLO,0,2
17/12/2018,18:30:00,GRAVE,PERDIDA DE CARRIL,0,1
18/12/2018,17:00:00,GRAVE,CHOQUE POR ALC,0,1
18/12/2018,19:40:00,LEVE,CHOQUE LATERAL,0,0
19/12/2018,16:02:00,GRAVE,ROZAMIENTO,0,2
20/12/2018,02:30:00,GRAVE,ESTRELLAMIENTO,0,2
20/12/2018,16:38:00,GRAVE,CHOQUE LATERAL,0,2
21/12/2018,05:55:00,LEVE,PERDIDA DE CARRIL,0,0
21/12/2018,17:40:00,LEVE,PERDIDA DE CARRIL,0,0
21/12/2018,16:30:00,GRAVE,CHOQUE LATERAL,0,1
21/12/2018,17:30:00,LEVE,CHOQUE LATERAL,0,0
21/12/2018,23:30:00,FATAL,PERDIDA DE CARRIL,1,0
22/12/2018,04:00:00,LEVE,ESTRELLAMIENTO,0,0
22/12/2018,01:30:00,LEVE,ESTRELLAMIENTO,0,0
22/12/2018,02:30:00,FATAL,PERDIDA DE CARRIL,1,4
22/12/2018,04:30:00,LEVE,ESTRELLAMIENTO,0,0
22/12/2018,04:00:00,LEVE,ESTRELLAMIENTO,0,0
23/12/2018,21:00:00,GRAVE,CHOQUE POR ALC,0,2
24/12/2018,17:40:00,GRAVE,VOLCAMIENTO,0,1
24/12/2018,14:20:00,GRAVE,PERDIDA DE CARRIL,0,2
24/12/2018,15:00:00,LEVE,CHOQUE POR ALC,0,0
24/12/2018,21:00:00,LEVE,CHOQUE FRONTAL,0,0
24/12/2018,16:05:00,GRAVE,CHOQUE LATERAL,0,1
25/12/2018,02:00:00,GRAVE,ATROPELLO,0,1
25/12/2018,15:30:00,GRAVE,CHOQUE POR ALC,0,1
25/12/2018,18:30:00,FATAL,PERDIDA DE CARRIL,1,0
26/12/2018,07:00:00,LEVE,CHOQUE LATERAL,0,0
27/12/2018,06:10:00,LEVE,PERDIDA DE CARRIL,0,0
27/12/2018,15:15:00,GRAVE,CHOQUE LATERAL,0,2
27/12/2018,21:45:00,LEVE,PERDIDA DE CARRIL,0,0
28/12/2018,18:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
29/12/2018,02:15:00,GRAVE,VOLCAMIENTO,0,3
29/12/2018,16:45:00,GRAVE,CHOQUE LATERAL,0,2
29/12/2018,17:00:00,GRAVE,CHOQUE POR ALC,0,1
29/12/2018,21:30:00,GRAVE,PERDIDA DE CARRIL,0,2
30/12/2018,01:45:00,LEVE,CHOQUE LATERAL,0,0
30/12/2018,01:40:00,GRAVE,ESTRELLAMIENTO,0,1
30/12/2018,17:20:00,LEVE,ESTRELLAMIENTO,0,0
31/12/2018,14:35:00,GRAVE,ATROPELLO,0,1
1/1/2019,10:00:00,GRAVE,PERDIDA DE CARRIL,0,1
1/1/2019,18:00:00,GRAVE,CHOQUE POR ALC,0,5
2/1/2019,08:36:00,LEVE,CHOQUE POR ALC,0,0
2/1/2019,16:05:00,GRAVE,CHOQUE POR ALC,0,2
2/1/2019,20:20:00,FATAL,ESTRELLAMIENTO,1,0
2/1/2019,09:00:00,LEVE,CHOQUE POR ALC,0,0
4/1/2019,09:15:00,GRAVE,COLISIÓN,0,1
4/1/2019,19:45:00,GRAVE,CAÍDA DE PASAJERO,0,1
6/1/2019,00:25:00,LEVE,ESTRELLAMIENTO,0,0
6/1/2019,09:40:00,GRAVE,CHOQUE FRONTAL,0,1
6/1/2019,10:50:00,GRAVE,PERDIDA DE CARRIL,0,1
6/1/2019,16:45:00,LEVE,PERDIDA DE CARRIL,0,0
6/1/2019,16:35:00,GRAVE,CHOQUE POR ALC,0,1
7/1/2019,13:07:00,GRAVE,ESTRELLAMIENTO,0,1
8/1/2019,06:50:00,GRAVE,PERDIDA DE CARRIL,0,1
8/1/2019,12:20:00,GRAVE,CHOQUE FRONTAL,0,1
8/1/2019,14:00:00,GRAVE,ROZAMIENTO,0,1
9/1/2019,10:30:00,LEVE,CHOQUE POR ALC,0,0
9/1/2019,19:30:00,LEVE,ESTRELLAMIENTO,0,0
10/1/2019,13:15:00,GRAVE,CHOQUE LATERAL,0,1
10/1/2019,16:50:00,GRAVE,ROZAMIENTO,0,1
11/1/2019,22:20:00,GRAVE,CHOQUE LATERAL,0,1
11/1/2019,22:20:00,GRAVE,CHOQUE FRONTAL,0,1
11/1/2019,20:30:00,GRAVE,ATROPELLO,0,1
12/1/2019,00:15:00,GRAVE,CHOQUE POR ALC,0,1
12/1/2019,04:00:00,LEVE,CHOQUE LATERAL,0,0
12/1/2019,03:00:00,LEVE,PERDIDA DE CARRIL,0,0
12/1/2019,18:50:00,GRAVE,CHOQUE POR ALC,0,1
13/1/2019,03:05:00,GRAVE,ESTRELLAMIENTO,0,2
13/1/2019,01:10:00,GRAVE,ATROPELLO,0,1
13/1/2019,08:25:00,LEVE,PERDIDA DE CARRIL,0,0
13/1/2019,13:35:00,LEVE,COLISIÓN,0,0
13/1/2019,20:30:00,GRAVE,CHOQUE LATERAL,0,2
15/1/2019,08:43:00,GRAVE,CHOQUE LATERAL,0,1
15/1/2019,10:50:00,GRAVE,CHOQUE FRONTAL,0,12
15/1/2019,14:05:00,LEVE,CHOQUE LATERAL,0,0
15/1/2019,14:30:00,GRAVE,CHOQUE FRONTAL,0,3
15/1/2019,10:30:00,LEVE,ESTRELLAMIENTO,0,0
16/1/2019,14:30:00,GRAVE,CHOQUE LATERAL,0,1
18/1/2019,05:00:00,LEVE,ESTRELLAMIENTO,0,0
18/1/2019,15:30:00,GRAVE,CHOQUE FRONTAL,0,3
19/1/2019,07:55:00,FATAL,VOLCAMIENTO,1,0
19/1/2019,20:00:00,FATAL,CHOQUE FRONTAL,1,0
19/1/2019,19:00:00,GRAVE,CHOQUE LATERAL,0,3
19/1/2019,23:30:00,GRAVE,CHOQUE POR ALC,0,1
20/1/2019,06:20:00,GRAVE,PERDIDA DE CARRIL,0,1
21/1/2019,17:00:00,GRAVE,PERDIDA DE CARRIL,0,4
22/1/2019,16:20:00,LEVE,CHOQUE LATERAL,0,0
23/1/2019,06:30:00,GRAVE,ATROPELLO,0,1
24/1/2019,15:00:00,GRAVE,PERDIDA DE CARRIL,0,1
26/1/2019,20:55:00,LEVE,PERDIDA DE CARRIL,0,0
26/1/2019,19:30:00,GRAVE,PERDIDA DE CARRIL,0,2
27/1/2019,07:20:00,GRAVE,PERDIDA DE CARRIL,0,2
28/1/2019,06:55:00,FATAL,ATROPELLO,1,1
28/1/2019,11:30:00,LEVE,ESTRELLAMIENTO,0,0
28/1/2019,16:25:00,GRAVE,ARROLLAMIENTO,0,1
29/1/2019,20:10:00,GRAVE,PERDIDA DE CARRIL,0,1
30/1/2019,07:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
30/1/2019,08:40:00,GRAVE,CAÍDA DE PASAJERO,0,1
30/1/2019,14:20:00,GRAVE,ROZAMIENTO,0,2
1/2/2019,07:30:00,GRAVE,PERDIDA DE CARRIL,0,1
1/2/2019,14:10:00,LEVE,CHOQUE POR ALC,0,0
1/2/2019,18:05:00,LEVE,CHOQUE POR ALC,0,0
1/2/2019,19:20:00,GRAVE,PERDIDA DE CARRIL,0,1
1/2/2019,19:45:00,GRAVE,ESTRELLAMIENTO,0,1
2/2/2019,05:15:00,GRAVE,PERDIDA DE CARRIL,0,1
2/2/2019,13:30:00,FATAL,CHOQUE LATERAL,1,0
2/2/2019,18:00:00,GRAVE,PERDIDA DE CARRIL,0,2
2/2/2019,19:07:00,FATAL,PERDIDA DE CARRIL,1,0
2/2/2019,15:30:00,GRAVE,CHOQUE LATERAL,0,1
3/2/2019,04:00:00,LEVE,PERDIDA DE CARRIL,0,0
3/2/2019,02:45:00,LEVE,PERDIDA DE CARRIL,0,0
3/2/2019,22:18:00,GRAVE,ATROPELLO,0,1
4/2/2019,15:55:00,GRAVE,PERDIDA DE CARRIL,0,2
4/2/2019,20:15:00,GRAVE,CAÍDA DE PASAJERO,0,1
5/2/2019,13:35:00,GRAVE,CHOQUE LATERAL,0,1
6/2/2019,10:40:00,LEVE,CHOQUE LATERAL,0,0
6/2/2019,20:50:00,GRAVE,PERDIDA DE CARRIL,0,1
7/2/2019,05:20:00,GRAVE,CHOQUE POR ALC,0,1
7/2/2019,11:00:00,GRAVE,CHOQUE LATERAL,0,1
7/2/2019,21:10:00,LEVE,ESTRELLAMIENTO,0,0
7/2/2019,17:10:00,LEVE,PERDIDA DE CARRIL,0,0
8/2/2019,03:20:00,LEVE,PERDIDA DE CARRIL,0,0
8/2/2019,08:20:00,GRAVE,CHOQUE LATERAL,0,2
8/2/2019,16:30:00,GRAVE,CHOQUE POR ALC,0,1
9/2/2019,00:30:00,LEVE,PERDIDA DE CARRIL,0,0
9/2/2019,19:20:00,GRAVE,ATROPELLO,0,2
9/2/2019,17:58:00,GRAVE,PERDIDA DE CARRIL,0,2
9/2/2019,22:30:00,LEVE,VOLCAMIENTO,0,0
9/2/2019,20:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
10/2/2019,01:45:00,FATAL,PERDIDA DE CARRIL,1,0
10/2/2019,06:00:00,GRAVE,PERDIDA DE CARRIL,0,1
10/2/2019,01:10:00,GRAVE,PERDIDA DE CARRIL,0,3
10/2/2019,12:51:00,GRAVE,ATROPELLO,0,3
10/2/2019,09:38:00,LEVE,VOLCAMIENTO,0,0
10/2/2019,19:15:00,GRAVE,CHOQUE FRONTAL,0,2
10/2/2019,19:00:00,GRAVE,ATROPELLO,0,1
12/2/2019,09:30:00,LEVE,CHOQUE LATERAL,0,0
12/2/2019,17:25:00,GRAVE,ATROPELLO,0,1
13/2/2019,06:30:00,GRAVE,PERDIDA DE CARRIL,0,1
13/2/2019,18:40:00,GRAVE,PERDIDA DE CARRIL,0,2
13/2/2019,17:20:00,GRAVE,CHOQUE LATERAL,0,1
14/2/2019,07:00:00,FATAL,PERDIDA DE CARRIL,1,16
14/2/2019,22:55:00,GRAVE,CAÍDA DE PASAJERO,0,1
15/2/2019,05:20:00,GRAVE,PERDIDA DE CARRIL,0,3
16/2/2019,01:15:00,LEVE,PERDIDA DE CARRIL,0,0
16/2/2019,17:40:00,LEVE,PERDIDA DE CARRIL,0,0
17/2/2019,06:00:00,LEVE,PERDIDA DE CARRIL,0,0
17/2/2019,05:15:00,LEVE,ESTRELLAMIENTO,0,0
17/2/2019,22:00:00,GRAVE,PERDIDA DE CARRIL,0,3
17/2/2019,23:30:00,LEVE,PERDIDA DE CARRIL,0,0
18/2/2019,14:30:00,LEVE,CHOQUE LATERAL,0,0
18/2/2019,15:00:00,FATAL,PERDIDA DE CARRIL,1,0
19/2/2019,13:22:00,LEVE,PERDIDA DE CARRIL,0,0
19/2/2019,20:06:00,GRAVE,CHOQUE LATERAL,0,1
21/2/2019,12:18:00,LEVE,ROZAMIENTO,0,0
22/2/2019,09:15:00,GRAVE,CHOQUE POR ALC,0,1
22/2/2019,17:55:00,GRAVE,ESTRELLAMIENTO,0,2
22/2/2019,05:10:00,GRAVE,PERDIDA DE CARRIL,0,4
22/2/2019,18:10:00,GRAVE,PERDIDA DE CARRIL,0,1
22/2/2019,19:10:00,LEVE,ATIPICO,0,0
